201,01101010000011011100111111111101
202,01101010000101111101110100111000
203,01101010001000010010100111111110
204,01101010001010110101100101000110
205,01101010001101001100001100101101
206,01101010001111100100111111110010
207,01101010010001110010111001111010
208,01101010010100111011101111101001
209,01101010010111110010001010111101
210,01101010011010101011110100001100
211,01101010011101010101100110100011
212,01101010100000010010000101011100
213,01101010100010111110001110111010
214,01101010100101101101001111100101
215,01101010101000001110000111010001
216,01101010101011000110111010101100
217,01101010101101110000000001000010
218,01101010110000011011110111010111
219,01101010110010111010000010111101
220,01101010110101101000010100101011
221,01101010111000001000100100001100
222,01101010111010101011010001000001
223,01101010111101000001101001101110
224,01101010111111111101111100011011
225,01101011000010101001111011000001
226,01101011000101011000101111110110
227,01101011000111111001011101000000
228,01101011001010101010110100101110
229,01101011001101001101101010001010
230,01101011001111110011000010011101
231,01101011010010001011101110011110
232,01101011010100111001110101101101
233,01101011010111011001111011100011
234,01101011011001111100100000000100
235,01101011011100010010110001000010
236,01101011011110110111011111100001
237,01101011100001001111100111101101
238,01101011100011101001111110001110
239,01101011100101111001001100111110
240,01101011101000110000000101111110
241,01101011101011010111100100010100
242,01101011101110000001101111100110
243,01101011110000011110011111111111
244,01101011110011001011000100001001
245,01101011110101101001110110000011
246,01101011111000001011000011011010
247,01101011111010100000001011001011
248,01101011111101001001101000110101
249,01101011111111100101110010101010
250,01101100000010000100010010111110
251,01101100000100010111000110000111
252,01101100000110110111101011010011
253,01101100001001001100001111111000
254,01101100001011100010111100110101
255,01101100001101101111000010110101
256,01101100010000011011011100110000
257,01101100010010111010000100111100
258,01101100010101011011001001000110
259,01101100010111110000001000010000
260,01101100011010010011010110110001
261,01101100011100101010001100011011
262,01101100011111000011001110100011
263,01101100100001010001010011111100
264,01101100100011110001101111111111
265,01101100100110000110001110011111
266,01101100101000011100110100111011
267,01101100101010101000110011100110
268,01101100101101000001010000001001
269,01101100101111001110110101101011
270,01101100110001011110010110000001
271,01101100110011100100001101110101
272,01101100110111001000010001001000
273,01101100111010011000101000010110
274,01101100111101100011001000111000
275,01101101000000011101111110010111
276,01101101000011101110000000110000
277,01101101000110101101011111110100
278,01101101001001101000000101000011
279,01101101001100010101010000101000
280,01101101001111100100111010001100
281,01101101010010100100000111000001
282,01101101010101011101111111011010
283,01101101011000001001111111010001
284,01101101011011000111010010101000
285,01101101011101111000010000000000
286,01101101100000100100111110010011
287,01101101100011000110001011111110
288,01101101100110011010101111001111
289,01101101101001011110000101000110
290,01101101101100011100010011100110
291,01101101101111001100101000111101
292,01101101110010001111101101101011
293,01101101110101000100001100001110
294,01101101110111110100010001100001
295,01101101111010011000011010001010
296,01101101111101011011001010001011
297,01101110000000001111010111100010
298,01101110000010111111001011111110
299,01101110000101100011000100010110
300,01101110001000010111000010110011
301,01101110001010111110100001000101
302,01101110001101100010001011010100
303,01101110001111111011011111011011
304,01101110010011010000001111001111
305,01101110010110010011101110001001
306,01101110011001010010000100001001
307,01101110011100000010011111110110
308,01101110011111000101101110100011
309,01101110100001111010010100110000
310,01101110100100101010100000110111
311,01101110100111001110101101111100
312,01101110101010010001100101100101
313,01101110101101000101111000101101
314,01101110101111110101110011001001
315,01101110110010011001110001011100
316,01101110110101001101110111010101
317,01101110110111110101011100111001
318,01101110111010011001001111000011
319,01101110111100110010100110111100
320,01101110111111111001110010101000
321,01101111000010110001110001101001
322,01101111000101100101001100110000
323,01101111001000001100001100011001
324,01101111001011000011111001101110
325,01101111001101101110101000110101
326,01101111010000010101011100010110
327,01101111010010110001011110101100
328,01101111010101101000111011010101
329,01101111011000010011011001111000
330,01101111011010111001111110001010
331,01101111011101010101110001111111
332,01101111100000000000000100001000
333,01101111100010011111000111001101
334,01101111100100111010101111010100
335,01101111100111001100111100110111
336,01101111101010011100011001111111
337,01101111101101011011011100011100
338,01101111110000010101011011011010
339,01101111110011000001011111110101
340,01101111110110000000001111011100
341,01101111111000110001000010000010
342,01101111111011011101100111001000
343,01101111111101111110101010110101
344,01110000000000111101000111000111
345,01110000000011101101100111111110
346,01110000000110011001111011110000
347,01110000001000111010110001000011
348,01110000001011101011000011110000
349,01110000001110001111010111000010
350,01110000010000101111111111011110
351,01110000010011000110100110111001
352,01110000010110001001001010100001
353,01110000011000111101001100001100
354,01110000011011101100110101111111
355,01110000011110010000100011111000
356,01110000100001000100010101110000
357,01110000100011101011101001110000
358,01110000100110001111001011011111
359,01110000101000101000010101100101
360,01110000101011011010101100000100
361,01110000101110000001110000010011
362,01110000110000100101000011100010
363,01110000110010111110000000101111
364,01110000110101100100101111111101
365,01110000111000000000001100100111
366,01110000111010011000111101110000
367,01110000111100101000101001101111
368,01110000111111101011010100111100
369,01110001000010011111011101001101
370,01110001000101001111001110110010
371,01110001000111110011000100101101
372,01110001001010100110111111010101
373,01110001001101001110011011011011
374,01110001001111110010000101001000
375,01110001010010001011010101110100
376,01110001010100111110111101101011
377,01110001010111100110001000011110
378,01110001011010001001010001011000
379,01110001011100100001100111010110
380,01110001011111000111010110100101
381,01110001100001100011100000100011
382,01110001100011111100011000011001
383,01110001100110001100001001100010
384,01110001101001000011011010001110
385,01110001101011101101101110000011
386,01110001101110010100000110101100
387,01110001110000101111110000111100
388,01110001110011011001110111101011
389,01110001110101111000110001100000
390,01110001111000010100010000010000
391,01110001111010100110010100101010
392,01110001111101010000001001011000
393,01110001111111101110110011101001
394,01110010000010001010000011101001
395,01110010000100011011111011000111
396,01110010000110111010011001011010
397,01110010001001001111000110101010
398,01110010001011100000110011000101
399,01110010001101101010001101110011
400,01110010010001000101011101100110
401,01110010010100001101100101011011
402,01110010010111010011101000001110
403,01110010011010001001111011110000
404,01110010011101010011110011001101
405,01110010100000001101010100001010
406,01110010100011000101000011100000
407,01110010100101101111001011100100
408,01110010101000111011110111111000
409,01110010101011110111110001000111
410,01110010101110110001101010010001
411,01110010110001011101101010011111
412,01110010110100011010111101001100
413,01110010110111001001111000010110
414,01110010111001110111001111000101
415,01110010111100011000011010101011
416,01110010111111100010010100010001
417,01110011000010011011110111010101
418,01110011000101010011100111011001
419,01110011000111111101101110101100
420,01110011001010111000101111111101
421,01110011001101100101101010010000
422,01110011010000010001000001100111
423,01110011010010110000011111010010
424,01110011010101101101111011000110
425,01110011011000011100111001011110
426,01110011011011001010010011101011
427,01110011011101101011100001110100
428,01110011100000011011110110010000
429,01110011100010111111100100000011
430,01110011100101100001111001010010
431,01110011100111111001100000001001
432,01110011101011000010000011101000
433,01110011101101111010011111000100
434,01110011110000110001001011001101
435,01110011110011011010011000001010
436,01110011110110010100010010001000
437,01110011111001000000001110101000
438,01110011111011101010101010001100
439,01110011111110001001010010011111
440,01110100000001000101100011010010
441,01110100000011110011100010011011
442,01110100000110011111111110101111
443,01110100001001000000010111011001
444,01110100001011101111101011011011
445,01110100001110010010100010101011
446,01110100010000110100000001111000
447,01110100010011001010111001011011
448,01110100010110000100110101111101
449,01110100011000110000110101111100
450,01110100011011011011010100010000
451,01110100011101111001111110100001
452,01110100100000100111001111111010
453,01110100100011001000010110101100
454,01110100100101101000000111000011
455,01110100100111111101011110001110
456,01110100101010101100110100100100
457,01110100101101001111101100101100
458,01110100101111110001001100011110
459,01110100110010001000000011110000
460,01110100110100101100000100011111
461,01110100110111000101001000011011
462,01110100111001011100111111101011
463,01110100111011101011011100000000
464,01110100111110111000000001101001
465,01110101000001110011110110010011
466,01110101000100101101110010011000
467,01110101000111011001110100011110
468,01110101001010010111001011100110
469,01110101001101000110000110111101
470,01110101001111110011011101100001
471,01110101010010010100101000101100
472,01110101010101010100011101110010
473,01110101011000000101011110011100
474,01110101011010110100110111011111
475,01110101011101010111110100000100
476,01110101100000001010001100110001
477,01110101100010101111101101110010
478,01110101100101010011110100010100
479,01110101100111101100111101011010
480,01110101101010101010010111000100
481,01110101101101011001010011100010
482,01110101110000000110101010011101
483,01110101110010100111110110111101
484,01110101110101011000001001001101
485,01110101110111111011110101000001
486,01110101111010011110001000010001
487,01110101111100110101101101000111
488,01110101111111101000000010001001
489,01110110000010001101100100010100
490,01110110000100110001101010110110
491,01110110000111001010110100110110
492,01110110001001110001100011001111
493,01110110001100001100111111100110
494,01110110001110100111001010100111
495,01110110010000110111101000011001
496,01110110010011110011111001110001
497,01110110010110100001111000010010
498,01110110011001001110010010010011
499,01110110011011101110101000101110
500,01110110011110011101111010011110
501,01110110100001000000101111110001
502,01110110100011100010001101010110
503,01110110100101111001000010110100
504,01110110101000101010011011101010
505,01110110101011001111000101000010
506,01110110101101110010001101010110
507,01110110110000001010100010001010
508,01110110110010110000010000101101
509,01110110110101001010111001100111
510,01110110110111100100010011011010
511,01110110111001110100000101110010
512,01110110111100100011011010110011
513,01110110111111000110010010110010
514,01110111000001100111110010000011
515,01110111000011111110101001001011
516,01110111000110100010101010101011
517,01110111001000111011101111000100
518,01110111001011010011100110011010
519,01110111001101100010000001100100
520,01110111010000000111111001001100
521,01110111010010100010100100011111
522,01110111010100111100000001000011
523,01110111010111001011110110011101
524,01110111011001100111100100010100
525,01110111011011111001011000010110
526,01110111011110001010000110000001
527,01110111100000010010001110010010
528,01110111100011101001110101001111
529,01110111100110110011001111110111
530,01110111101001111000011101101001
531,01110111101100110001101110111101
532,01110111101111110110100110110010
533,01110111110010101111100101011101
534,01110111110101100100111111110100
535,01110111111000010000010000011100
536,01110111111011011001101011100100
537,01110111111110010110101010100100
538,01111000000001001111111101100110
539,01111000000011111110101011100010
540,01111000000110110111101010000101
541,01111000001001100110000110010011
542,01111000001100010001011000110011
543,01111000001110110011100101110110
544,01111000010001111000101110111001
545,01111000010100110001111101000000
546,01111000010111100111101000100100
547,01111000011010010011001001100101
548,01111000011101001000100011000001
549,01111000011111110011110011010000
550,01111000100010011100000000101010
551,01111000100100111011011110101001
552,01111000100111110100110000101011
553,01111000101010100011011101100011
554,01111000101101001111000000011110
555,01111000101111110001011101101000
556,01111000110010011100101110110100
557,01111000110100111110111100010000
558,01111000110111011110011001011101
559,01111000111001110101111101010111
560,01111000111100111010111000001010
561,01111000111111110011111000100011
562,01111001000010101001010110101101
563,01111001000101010100101011001111
564,01111001001000001001110110101010
565,01111001001010110100111010010001
566,01111001001101011100111011011111
567,01111001001111111100001101010101
568,01111001010010110101001111110110
569,01111001010101100011110000001001
570,01111001011000001111000111100111
571,01111001011010110001011000111101
572,01111001011101011100011110100110
573,01111001011111111110100001000100
574,01111001100010011101110101010100
575,01111001100100110101010001100110
576,01111001100111101010110000000000
577,01111001101010010110000011110010
578,01111001101100111110010100010011
579,01111001101111011101110100010100
580,01111001110010000101110101101001
581,01111001110100100101000111101011
582,01111001110111000001110000110010
583,01111001111001010110110001100010
584,01111001111100000010000101101101
585,01111001111110100100010101101000
586,01111010000001000011110110111101
587,01111010000011011011011101011001
588,01111010000101111010101101001101
589,01111010001000010010000111111001
590,01111010001010100111001001000000
591,01111010001100110101010000110011
592,01111010001111111100011110101010
593,01111010010010110111100011001110
594,01111010010101101110111111011000
595,01111010011000011100000100001110
596,01111010011011010011001110010011
597,01111010011110000000000010001111
598,01111010100000101001101111101110
599,01111010100011001010100011100111
600,01111010100110000101101001110010
601,01111010101000110101111011110111
602,01111010101011100011000011001100
603,01111010101110000110111001100010
604,01111010110000110011101111010000
605,01111010110011010111010100000011
606,01111010110101111000001000100101
607,01111010111000010000111011101111
608,01111010111011001000010111101000
609,01111010111101110101011010101001
610,01111011000000011111010111000111
611,01111011000011000000011110111111
612,01111011000101101010000100110001
613,01111011001000001010110111001010
614,01111011001010101000111101111011
615,01111011001100111111010011110010
616,01111011001111101100011000101111
617,01111011010010010000001100101010
618,01111011010100110001001110110100
619,01111011010111001010001100111111
620,01111011011001101010111111110111
621,01111011011100000011110000110001
622,01111011011110011010000110000110
623,01111011100000101001011001010011
624,01111011100011100000100110111001
625,01111011100110001101011110011010
626,01111011101000110111001111111000
627,01111011101011011000000110000000
628,01111011101110000001100110100010
629,01111011110000100010001100101111
630,01111011110011000000000111000100
631,01111011110101010110010001010011
632,01111011111000000011001000011011
633,01111011111010100110110000100100
634,01111011111101000111100111100100
635,01111011111111100000011011110000
636,01111100000010000001000011100100
637,01111100000100011001101010110010
638,01111100000110101111110111001000
639,01111100001000111111000010000100
640,01111100001011101000101111101000
641,01111100001110001001100010101011
642,01111100010000100111101010011111
643,01111100010010111110000000111010
644,01111100010101011011111010101100
645,01111100010111110010000100011100
646,01111100011010000101111000010101
647,01111100011100010010110111101010
648,01111100011110110011101100000100
649,01111100100001001100011111010100
650,01111100100011100010110111001110
651,01111100100101110010001011101101
652,01111100101000001000010110110111
653,01111100101010010111100001011010
654,01111100101100100100100010100100
655,01111100101110101011010111000011
656,01111100110001111011110010011100
657,01111100110100111110011101111000
658,01111100110111111101101000100111
659,01111100111010110001001010101011
660,01111100111101110100011010111010
661,01111101000000101011100001110011
662,01111101000011011111100001001100
663,01111101000110001001001010100100
664,01111101001001001000010100110010
665,01111101001011111011110101011010
666,01111101001110101100010110110011
667,01111101010001010010111010001001
668,01111101010100000110111001101010
669,01111101010110110000100001101101
670,01111101011001010111011101101101
671,01111101011011110101011100101011
672,01111101011110110101111010101010
673,01111101100001101010100100101110
674,01111101100100011100001011111100
675,01111101100111000011101101110011
676,01111101101001111000111000010000
677,01111101101100100011100010001110
678,01111101101111001011100000010010
679,01111101110001101010011001000011
680,01111101110100011011111111010010
681,01111101110111000011011111101001
682,01111101111001101000011000101101
683,01111101111100000100100010100101
684,01111101111110101100011101010110
685,01111110000001001011010100110011
686,01111110000011100111110110100101
687,01111110000101111100011111011011
688,01111110001000111111101101000000
689,01111110001011110110110010111100
690,01111110001110101010110010011100
691,01111110010001010100011010011100
692,01111110010100001011111110110001
693,01111110010110111000110011001001
694,01111110011001100010110100101100
695,01111110011100000011100100100011
696,01111110011110110111100011001111
697,01111110100001100001001001110000
698,01111110100100001000000101011100
699,01111110100110100110000100001001
700,01111110101001010000000101100100
701,01111110101011110000110101010001
702,01111110101110001111001011000000
703,01111110110000100101011100010110
704,01111110110011011010100100101001
705,01111110110110000101001101110101
706,01111110111000101101001001011001
707,01111110111011001100000000101101
708,01111110111101110111000100100110
709,01111111000000011000101111101001
710,01111111000010110111111111001011
711,01111111000101001111000011011000
712,01111111000111110110111101011111
713,01111111001010010101110011110000
714,01111111001100110010010100000101
715,01111111001111000110111011001011
716,01111111010001100110001010100100
717,01111111010011111101001110011100
718,01111111010110010010001010100111
719,01111111011000011111111011110101
720,01111111011011011100100101011100
721,01111111011110001101111000010000
722,01111111100000111100010000000011
723,01111111100011100000111000101110
724,01111111100110010010101001101011
725,01111111101000111010010011000000
726,01111111101011011111010100110010
727,01111111101101111011100111001110
728,01111111110000101001111111100111
729,01111111110011001110101000010001
730,01111111110101110000101111101011
731,01111111111000001010011001111110
732,01111111111010101111011011111110
733,01111111111101001011101101101100
734,01111111111111100101101110010001
735,10000000000001111000000100010010
736,10000000000100100111100000001110
737,10000000000111001101000110000111
738,10000000001001110000001000110001
739,10000000001100001010101000000101
740,10000000001110110000100111011010
741,10000000010001001101110000010000
742,10000000010011101000100101001101
743,10000000010101111011101011100001
744,10000000011000011110101011011101
745,10000000011010111001001001010000
746,10000000011101010001011000011101
747,10000000011111100010001001000100
748,10000000100001111100111101001110
749,10000000100100010000000010101010
750,10000000100110100001000111000001
751,10000000101000101011011000000111
752,10000000101011011101000110011100
753,10000000101110000100101111001011
754,10000000110000101001110000011111
755,10000000110011000110000001110010
756,10000000110101101110000100101000
757,10000000111000001101000010111000
758,10000000111010101001101010101000
759,10000000111100111110011000100111
760,10000000111111100011011001000100
761,10000001000001111111101001011111
762,10000001000100011001101000101100
763,10000001000110101011111110101001
764,10000001001001001000100110000101
765,10000001001011011101010011110010
766,10000001001101101111111101010001
767,10000001001111111011101010011100
768,10000001010010100001101001100111
769,10000001010100111110110010011111
770,10000001010111011001100110100101
771,10000001011001101100101100010010
772,10000001011100001010001010110010
773,10000001011110011111101010110110
774,10000001100000110011000100111111
775,10000001100010111111011110000100
776,10000001100101011010010001011000
777,10000001100111101101010110101010
778,10000001101001111110011011101100
779,10000001101100001000101101010011
780,10000001101110011100000111101011
781,10000001110000101000011111111110
782,10000001110010110011000010101111
783,10000001110100110111011001011011
784,10000001111000011101000011001100
785,10000001111011101101110110111000
786,10000001111111000011011011111000
787,10000010000010000110111000100111
788,10000010000101010111101011001011
789,10000010001000010111000110001010
790,10000010001011011010100010100011
791,10000010001110001110101100101110
792,10000010010001100100100100100010
793,10000010010100101000010000100111
794,10000010010111110000001001010011
795,10000010011010101000000010101110
796,10000010011101101011101111100010
797,10000010100000100000000111001001
798,10000010100011011000000010001000
799,10000010100110000010010101110010
800,10000010101001010011001011111101
801,10000010101100010010101011011110
802,10000010101111010110001011101011
803,10000010110010001010011001010110
804,10000010110101001001111001111100
805,10000010110111111010101101111001
806,10000010111010101110111101000010
807,10000010111101010110000110011100
808,10000011000000011001110110000010
809,10000011000011001110010001001110
810,10000011000110000110010000110100
811,10000011001000110000101000100100
812,10000011001011100101000010001000
813,10000011001110001100010101110011
814,10000011010000110110101100110100
815,10000011010011010101010101001110
816,10000011010110100011100100010101
817,10000011011001100000110110000011
818,10000011011100100010000001111111
819,10000011011111010100010001010010
820,10000011100010010001100100001101
821,10000011100101000000011111001011
822,10000011100111110010101111010101
823,10000011101010011000001011001101
824,10000011101101011001100100100110
825,10000011110000001100000000110000
826,10000011110011000001111011111000
827,10000011110101101010100001011011
828,10000011111000011100111110010100
829,10000011111011000010100100111010
830,10000011111101101011001011110110
831,10000100000000001000010010000101
832,10000100000011000101100110101111
833,10000100000101110100100011000100
834,10000100001000100110110101000001
835,10000100001011001100010010110000
836,10000100001101111011001110111101
837,10000100010000011101110100101101
838,10000100010011000011010001111100
839,10000100010101011101101010111001
840,10000100011000010000001000111011
841,10000100011010110101110001111100
842,10000100011101011110011001010010
843,10000100011111111011100000111000
844,10000100100010100001001010100000
845,10000100100100111011101100010100
846,10000100100111011000110011111100
847,10000100101001101011111010100110
848,10000100101100111101001011110010
849,10000100101111111101000000111111
850,10000100110011000000110110101100
851,10000100110101110101010110111110
852,10000100111000110101001100011111
853,10000100111011100110010001110000
854,10000100111110011010110010011101
855,10000101000001000010001011011000
856,10000101000100000110010001010011
857,10000101000110111010111101111100
858,10000101001001110011001111101101
859,10000101001100011101110111011011
860,10000101001111010010100101111010
861,10000101010001111010001001100011
862,10000101010100100100110010000000
863,10000101010111000011101001110011
864,10000101011010000011100010111111
865,10000101011100110100101100001100
866,10000101011111101001010000101010
867,10000101100010010000101101000010
868,10000101100101000001110101101010
869,10000101100111100110010101001101
870,10000101101010001101110001110011
871,10000101101100101001111001000111
872,10000101101111011110101010110010
873,10000101110010000110010001101000
874,10000101110100110000111101010000
875,10000101110111001111110111100111
876,10000101111001110111011110110110
877,10000101111100010011101101111110
878,10000101111110110010100111011110
879,10000110000001000111010001001110
880,10000110000100000100111011100011
881,10000110000110110100001011001100
882,10000110001001100110110000011010
883,10000110001100001100011111000111
884,10000110001110111011101101111000
885,10000110010001011110100011111101
886,10000110010100000100010011010000
887,10000110010110011110111001110111
888,10000110011001010001101011010000
889,10000110011011110111100101001111
890,10000110011110100000011111000100
891,10000110100000111101110101000110
892,10000110100011100011101110010100
893,10000110100101111110011110010011
894,10000110101000011011110101110101
895,10000110101010101111001001100101
896,10000110101101011110011010010011
897,10000110110000000001010001101010
898,10000110110010100111000010101101
899,10000110110101000001101011010001
900,10000110110111100100100011110100
901,10000110111001111100101100100101
902,10000110111100010111010110110000
903,10000110111110101000010001100000
904,10000111000001001110001101110001
905,10000111000011101000111111111000
906,10000111000110000110011000010011
907,10000111001000011001101100100111
908,10000111001010110100011110100000
909,10000111001101000101100001000010
910,10000111001111011000110110010111
911,10000111010001100011010101101111
912,10000111010100110111111111000101
913,10000111010111110110000011110100
914,10000111011010111001000010011011
915,10000111011101101000110111101100
916,10000111100000101111101111110011
917,10000111100011100010101110101101
918,10000111100110011010000011011001
919,10000111101001000000010111011111
920,10000111101100000011001010000001
921,10000111101110110010110101010000
922,10000111110001100110101100010010
923,10000111110100001010001000001100
924,10000111110111000001010010001100
925,10000111111001100111011100111000
926,10000111111100010001010110010001
927,10000111111110101100100010100000
928,10001000000001101111100000100010
929,10001000000100011111011010100001
930,10001000000111010011011010001000
931,10001000001001110111000010101111
932,10001000001100101110010111000010
933,10001000001111010100101101101110
934,10001000010001111110101101111011
935,10001000010100011010000011110000
936,10001000010111001101111000011111
937,10001000011001110001010110000101
938,10001000011100011000010110100110
939,10001000011110110001001011100100
940,10001000100001011011000010110110
941,10001000100011110110010000001010
942,10001000100110010100101001111010
943,10001000101000100110001111101011
944,10001000101011101001011000111011
945,10001000101110011001010100100001
946,10001000110001001101011101110101
947,10001000110011110001001000000111
948,10001000110110101000100101001100
949,10001000111001001110111110011011
950,10001000111011111001000110111011
951,10001000111110010100011111001111
952,10001001000001001000011110000011
953,10001001000011101100000000001110
954,10001001000110010011001001110010
955,10001001001000101100000001101011
956,10001001001011010110000011001000
957,10001001001101110001010100000011
958,10001001010000001111110100110101
959,10001001010010100001011100110001
960,10001001010101010101101000101000
961,10001001010111111001010110110100
962,10001001011010100000101100101000
963,10001001011100111001101110111001
964,10001001011111100011011011101000
965,10001001100001111110110110101110
966,10001001100100011101100010011100
967,10001001100110101111010011101101
968,10001001101001010110011111110110
969,10001001101011101111011001100010
970,10001001101110001011011110110010
971,10001001110000011011000010101110
972,10001001110010111001100110011001
973,10001001110101001011010000011000
974,10001001110111011111110001111011
975,10001001111001101000111100001101
976,10001001111100110000001001000101
977,10001001111111100011010100001110
978,10001010000010011010111010010000
979,10001010000101000001011000100100
980,10001010000111111100011001111001
981,10001010001010100101101100000111
982,10001010001101010010111000010111
983,10001010001111110000110001100110
984,10001010010010101000001010110110
985,10001010010101001110100000011011
986,10001010010111111000100110111101
987,10001010011010010011111100010001
988,10001010011101000001000000100011
989,10001010011111011110110011011111
990,10001010100001111111111101100010
991,10001010100100010011110010111000
992,10001010100111001011011001010111
993,10001010101001110001111011000110
994,10001010101100011100001100010110
995,10001010101110110111101011001010
996,10001010110001100100111010101011
997,10001010110100000010110111011001
998,10001010110110100100001100100011
999,10001010111000111000001100100111
